Time,ID,Event name,Description,Section
"15 February 2023, 10:19 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '2' of the attempt with id '2985945' belonging to the user with id '163850' for the quiz with course module id '2756905'.,
"15 February 2023, 10:18 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985945' belonging to the user with id '163850' for the quiz with course module id '2756905'.,
"15 February 2023, 10:18 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985945' belonging to the user with id '163850' for the quiz with course module id '2756905'.,
"15 February 2023, 10:18 AM",163850,Course module viewed,The user with id '163850' viewed the 'quiz' activity with course module id '2756905'.,
"15 February 2023, 10:18 AM",163850,Course viewed,The user with id '163850' viewed the section number '5' of the course with id '39000'.,5
"15 February 2023, 10:18 AM",163850,Course viewed,The user with id '163850' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 10:18 AM",163850,Course viewed,The user with id '163850' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 10:18 AM",163850,Course viewed,The user with id '163850' viewed the course with id '39000'.,
"15 February 2023, 10:17 AM",163850,Course module viewed,The user with id '163850' viewed the 'quiz' activity with course module id '2756850'.,
"15 February 2023, 10:17 AM",#VALUE!,Quiz attempt reviewed,The user with id '163850' has had their attempt with id '2985943' reviewed by the user with id '163850' for the quiz with course module id '2756850'.,
"15 February 2023, 10:17 AM", 163850 has,Quiz attempt summary viewed,The user with id '163850' has viewed the summary for the attempt with id '2985943' belonging to the user with id '163850' for the quiz with course module id '2756850'.,
"15 February 2023, 10:17 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '2' of the attempt with id '2985943' belonging to the user with id '163850' for the quiz with course module id '2756850'.,
"15 February 2023, 10:17 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985943' belonging to the user with id '163850' for the quiz with course module id '2756850'.,
"15 February 2023, 10:17 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985943' belonging to the user with id '163850' for the quiz with course module id '2756850'.,
"15 February 2023, 10:17 AM",163850,Course module viewed,The user with id '163850' viewed the 'quiz' activity with course module id '2756850'.,
"15 February 2023, 10:16 AM",163850,Course viewed,The user with id '163850' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 10:16 AM",163850,Course viewed,The user with id '163850' viewed the section number '3' of the course with id '39000'.,3
"15 February 2023, 10:16 AM",163850,Course viewed,The user with id '163850' viewed the section number '3' of the course with id '39000'.,3
"15 February 2023, 10:16 AM",163850,Course viewed,The user with id '163850' viewed the course with id '39000'.,
"15 February 2023, 10:16 AM",163850,Course module viewed,The user with id '163850' viewed the 'quiz' activity with course module id '2754190'.,
"15 February 2023, 10:16 AM",#VALUE!,Quiz attempt reviewed,The user with id '163850' has had their attempt with id '2985942' reviewed by the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:15 AM", 163850 has,Quiz attempt summary viewed,The user with id '163850' has viewed the summary for the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:15 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '3' of the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:15 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '2' of the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:15 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '2' of the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:15 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:15 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:14 AM", 163850 has,Quiz attempt viewed,The user with id '163850' has viewed page '1' of the attempt with id '2985942' belonging to the user with id '163850' for the quiz with course module id '2754190'.,
"15 February 2023, 10:14 AM",163850,Course module viewed,The user with id '163850' viewed the 'quiz' activity with course module id '2754190'.,
"15 February 2023, 10:14 AM",163850,Course viewed,The user with id '163850' viewed the section number '3' of the course with id '39000'.,3
"15 February 2023, 10:14 AM",163850,Course viewed,The user with id '163850' viewed the section number '2' of the course with id '39000'.,2
"15 February 2023, 10:14 AM",163850,Course viewed,The user with id '163850' viewed the section number '1' of the course with id '39000'.,1
"15 February 2023, 10:13 AM",163850,Course viewed,The user with id '163850' viewed the course with id '39000'.,
"15 February 2023, 9:47 AM",154305,User list viewed,The user with id '154305' viewed the list of users in the course with id '39000'.,
"15 February 2023, 9:46 AM",154305,Course viewed,The user with id '154305' viewed the course with id '39000'.,
"15 February 2023, 9:41 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:29 AM",170620,Course viewed,The user with id '170620' viewed the course with id '39000'.,
"15 February 2023, 9:13 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:13 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:13 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '12' of the course with id '39000'.,12
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '10' of the course with id '39000'.,10
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '8' of the course with id '39000'.,8
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '7' of the course with id '39000'.,7
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '6' of the course with id '39000'.,6
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '6' of the course with id '39000'.,6
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '5' of the course with id '39000'.,5
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '3' of the course with id '39000'.,3
"15 February 2023, 9:12 AM",22085,Course viewed,The user with id '22085' viewed the section number '1' of the course with id '39000'.,1
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '12' of the course with id '39000'.,12
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '7' of the course with id '39000'.,7
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '8' of the course with id '39000'.,8
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '3' of the course with id '39000'.,3
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '8' of the course with id '39000'.,8
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '1' of the course with id '39000'.,1
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '2' of the course with id '39000'.,2
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '2' of the course with id '39000'.,2
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '3' of the course with id '39000'.,3
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '4' of the course with id '39000'.,4
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the section number '2' of the course with id '39000'.,2
"15 February 2023, 9:11 AM",22085,Course viewed,The user with id '22085' viewed the course with id '39000'.,
"15 February 2023, 9:04 AM",22085,Course viewed,The user with id '22085' viewed the course with id '39000'.,
"15 February 2023, 8:45 AM",166543,Course viewed,The user with id '166543' viewed the section number '6' of the course with id '39000'.,6
"15 February 2023, 8:45 AM",166543,Course viewed,The user with id '166543' viewed the section number '6' of the course with id '39000'.,6
"15 February 2023, 8:45 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"15 February 2023, 8:45 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"15 February 2023, 8:44 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"15 February 2023, 8:44 AM",166543,Course viewed,The user with id '166543' viewed the section number '6' of the course with id '39000'.,6
"15 February 2023, 8:44 AM",166543,Course viewed,The user with id '166543' viewed the course with id '39000'.,
"15 February 2023, 2:31 AM",165121,Course viewed,The user with id '165121' viewed the course with id '39000'.,
"15 February 2023, 12:21 AM",143961,Course viewed,The user with id '143961' viewed the section number '11' of the course with id '39000'.,11
"15 February 2023, 12:21 AM",143961,Course viewed,The user with id '143961' viewed the section number '10' of the course with id '39000'.,10
"15 February 2023, 12:21 AM",143961,Course viewed,The user with id '143961' viewed the section number '10' of the course with id '39000'.,10
"15 February 2023, 12:20 AM",143961,Course viewed,The user with id '143961' viewed the course with id '39000'.,
"15 February 2023, 12:20 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2832340'.,
"15 February 2023, 12:20 AM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985908' reviewed by the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2832340'.,
"15 February 2023, 12:20 AM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985908' reviewed by the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '14' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '13' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '12' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '11' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '10' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '9' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:20 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '8' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '7' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '6' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '5' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '4' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985908' belonging to the user with id '143961' for the quiz with course module id '2832340'.,
"15 February 2023, 12:19 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2832340'.,
"15 February 2023, 12:19 AM",143961,Course viewed,The user with id '143961' viewed the section number '10' of the course with id '39000'.,10
"15 February 2023, 12:18 AM",143961,Course viewed,The user with id '143961' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 12:18 AM",143961,Course viewed,The user with id '143961' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 12:18 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2829207'.,
"15 February 2023, 12:18 AM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985907' belonging to the user with id '143961' for the quiz with course module id '2829207'.,
"15 February 2023, 12:18 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '4' of the attempt with id '2985907' belonging to the user with id '143961' for the quiz with course module id '2829207'.,
"15 February 2023, 12:18 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985907' belonging to the user with id '143961' for the quiz with course module id '2829207'.,
"15 February 2023, 12:18 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985907' belonging to the user with id '143961' for the quiz with course module id '2829207'.,
"15 February 2023, 12:17 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985907' belonging to the user with id '143961' for the quiz with course module id '2829207'.,
"15 February 2023, 12:17 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985907' belonging to the user with id '143961' for the quiz with course module id '2829207'.,
"15 February 2023, 12:17 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2829207'.,
"15 February 2023, 12:09 AM",143961,Course viewed,The user with id '143961' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 12:09 AM",143961,Course viewed,The user with id '143961' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 12:09 AM",143961,Course viewed,The user with id '143961' viewed the section number '9' of the course with id '39000'.,9
"15 February 2023, 12:09 AM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985906' reviewed by the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:09 AM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985906' belonging to the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:09 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '4' of the attempt with id '2985906' belonging to the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:09 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985906' belonging to the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:09 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985906' belonging to the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:09 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985906' belonging to the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:08 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985906' belonging to the user with id '143961' for the quiz with course module id '2757839'.,
"15 February 2023, 12:08 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2757839'.,
"15 February 2023, 12:05 AM",143961,Course viewed,The user with id '143961' viewed the section number '8' of the course with id '39000'.,8
"15 February 2023, 12:05 AM",143961,Course viewed,The user with id '143961' viewed the section number '8' of the course with id '39000'.,8
"15 February 2023, 12:05 AM",143961,Course viewed,The user with id '143961' viewed the section number '8' of the course with id '39000'.,8
"15 February 2023, 12:05 AM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985905' reviewed by the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985905' belonging to the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '4' of the attempt with id '2985905' belonging to the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985905' belonging to the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985905' belonging to the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985905' belonging to the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985905' belonging to the user with id '143961' for the quiz with course module id '2757503'.,
"15 February 2023, 12:05 AM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2757503'.,
"15 February 2023, 12:00 AM",143961,Course viewed,The user with id '143961' viewed the section number '7' of the course with id '39000'.,7
"15 February 2023, 12:00 AM",143961,Course viewed,The user with id '143961' viewed the section number '7' of the course with id '39000'.,7
"15 February 2023, 12:00 AM",143961,Course viewed,The user with id '143961' viewed the section number '7' of the course with id '39000'.,7
"15 February 2023, 12:00 AM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985904' reviewed by the user with id '143961' for the quiz with course module id '2757343'.,
"15 February 2023, 12:00 AM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"15 February 2023, 12:00 AM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '4' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985904' belonging to the user with id '143961' for the quiz with course module id '2757343'.,
"14 February 2023, 11:59 PM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2757343'.,
"14 February 2023, 11:54 PM",143961,Course viewed,The user with id '143961' viewed the section number '6' of the course with id '39000'.,6
"14 February 2023, 11:54 PM",143961,Course viewed,The user with id '143961' viewed the section number '6' of the course with id '39000'.,6
"14 February 2023, 11:54 PM",143961,Course viewed,The user with id '143961' viewed the section number '6' of the course with id '39000'.,6
"14 February 2023, 11:54 PM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985903' reviewed by the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:54 PM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985903' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:54 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985903' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:54 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985903' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:54 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985903' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2756905'.,
"14 February 2023, 11:53 PM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985902' reviewed by the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985902' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985902' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985902' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985902' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2756905'.,
"14 February 2023, 11:53 PM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985901' reviewed by the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:53 PM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985901' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:52 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985901' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:52 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985901' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:52 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985901' belonging to the user with id '143961' for the quiz with course module id '2756905'.,
"14 February 2023, 11:52 PM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2756905'.,
"14 February 2023, 11:43 PM",171971,Course viewed,The user with id '171971' viewed the course with id '39000'.,
"14 February 2023, 11:35 PM",143961,Course viewed,The user with id '143961' viewed the section number '5' of the course with id '39000'.,5
"14 February 2023, 11:35 PM",143961,Course viewed,The user with id '143961' viewed the section number '5' of the course with id '39000'.,5
"14 February 2023, 11:34 PM",143961,Course viewed,The user with id '143961' viewed the section number '5' of the course with id '39000'.,5
"14 February 2023, 11:34 PM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2756850'.,
"14 February 2023, 11:34 PM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985900' reviewed by the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985900' belonging to the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985900' belonging to the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985900' belonging to the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985900' belonging to the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985900' belonging to the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985900' belonging to the user with id '143961' for the quiz with course module id '2756850'.,
"14 February 2023, 11:34 PM",143961,Course module viewed,The user with id '143961' viewed the 'quiz' activity with course module id '2756850'.,
"14 February 2023, 11:03 PM",143961,Course viewed,The user with id '143961' viewed the section number '4' of the course with id '39000'.,4
"14 February 2023, 11:03 PM",143961,Course viewed,The user with id '143961' viewed the section number '3' of the course with id '39000'.,3
"14 February 2023, 11:03 PM",143961,Course viewed,The user with id '143961' viewed the section number '4' of the course with id '39000'.,4
"14 February 2023, 11:03 PM",143961,Course viewed,The user with id '143961' viewed the section number '4' of the course with id '39000'.,4
"14 February 2023, 11:03 PM",143961,Course viewed,The user with id '143961' viewed the section number '4' of the course with id '39000'.,4
"14 February 2023, 11:03 PM",#VALUE!,Quiz attempt reviewed,The user with id '143961' has had their attempt with id '2985897' reviewed by the user with id '143961' for the quiz with course module id '2754190'.,
"14 February 2023, 11:03 PM", 143961 has,Quiz attempt summary viewed,The user with id '143961' has viewed the summary for the attempt with id '2985897' belonging to the user with id '143961' for the quiz with course module id '2754190'.,
"14 February 2023, 11:03 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '3' of the attempt with id '2985897' belonging to the user with id '143961' for the quiz with course module id '2754190'.,
"14 February 2023, 11:03 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985897' belonging to the user with id '143961' for the quiz with course module id '2754190'.,
"14 February 2023, 11:03 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '2' of the attempt with id '2985897' belonging to the user with id '143961' for the quiz with course module id '2754190'.,
"14 February 2023, 11:03 PM", 143961 has,Quiz attempt viewed,The user with id '143961' has viewed page '1' of the attempt with id '2985897' belonging to the user with id '143961' for the quiz with course module id '2754190'.,
